! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 13.10.2023 11:22:18
! Stimulus(Гц),    S21(с)
7.97595097549E+09,+2.34461405323E-09
7.97780090045E+09,+2.38988399846E-09
7.97965082541E+09,+2.42174427091E-09
7.98150075038E+09,+2.45265173352E-09
7.98335067534E+09,+2.47568020441E-09
7.98520060030E+09,+2.46592440463E-09
7.98705052526E+09,+2.49491851402E-09
7.98890045023E+09,+2.47664757994E-09
7.99075037519E+09,+2.47117348825E-09
7.99260030015E+09,+2.45341901399E-09
7.99445022511E+09,+2.39398179523E-09
7.99630015008E+09,+2.35335758290E-09
7.99815007504E+09,+2.29273248398E-09
8.00000000000E+09,+2.24749538279E-09
