L, [м];! Stimulus(Гц);    S21(°);f, [ГГц];φ, [рад];ω, [рад*ГГц];τГВЗ, [нс];γ(ω), [рад/м];vгр.,[Гм/c];;;
;7428747675,00;-3051,02;7,43;-53,25;46,68;2,81;-96,82;-0,20;;;
;7429122512,00;-3051,40;7,43;-53,26;46,68;2,67;-96,83;-0,21;;;
;7429497350,00;-3051,76;7,43;-53,26;46,68;2,54;-96,84;-0,22;;;
;7429872187,00;-3052,11;7,43;-53,27;46,68;2,83;-96,85;-0,19;;;
;7430247025,00;-3052,49;7,43;-53,28;46,69;2,70;-96,87;-0,20;;;
;7430621862,00;-3052,85;7,43;-53,28;46,69;2,71;-96,88;-0,20;;;
;7430996700,00;-3053,22;7,43;-53,29;46,69;2,53;-96,89;-0,22;;;
;7431371537,00;-3053,56;7,43;-53,29;46,69;2,68;-96,90;-0,21;;;
;7431746375,00;-3053,92;7,43;-53,30;46,70;2,69;-96,91;-0,20;;;
;7432121212,00;-3054,28;7,43;-53,31;46,70;2,74;-96,92;-0,20;;;
;7432496050,00;-3054,65;7,43;-53,31;46,70;2,65;-96,93;-0,21;;;
;7432870887,00;-3055,01;7,43;-53,32;46,70;2,61;-96,95;-0,21;;;
;7433245725,00;-3055,36;7,43;-53,33;46,70;2,78;-96,96;-0,20;;;
;7433620562,00;-3055,74;7,43;-53,33;46,71;2,63;-96,97;-0,21;;;
;7433995400,00;-3056,09;7,43;-53,34;46,71;2,55;-96,98;-0,22;;;
;7434370237,00;-3056,44;7,43;-53,34;46,71;2,68;-96,99;-0,21;;;
;7434745075,00;-3056,80;7,43;-53,35;46,71;2,69;-97,00;-0,20;;;
;7435119912,00;-3057,16;7,44;-53,36;46,72;2,57;-97,01;-0,21;;;
;7435494749,00;-3057,51;7,44;-53,36;46,72;2,69;-97,02;-0,20;;;
;7435869587,00;-3057,87;7,44;-53,37;46,72;2,68;-97,04;-0,21;;;
;7436244424,00;-3058,23;7,44;-53,38;46,72;2,53;-97,05;-0,22;;;
;7436619262,00;-3058,57;7,44;-53,38;46,73;2,69;-97,06;-0,20;;;
;7436994099,00;-3058,93;7,44;-53,39;46,73;2,65;-97,07;-0,21;;;
;7437368937,00;-3059,29;7,44;-53,39;46,73;2,59;-97,08;-0,21;;;
;7437743774,00;-3059,64;7,44;-53,40;46,73;2,65;-97,09;-0,21;;;
;7438118612,00;-3060,00;7,44;-53,41;46,74;2,64;-97,10;-0,21;;;
;7438493449,00;-3060,36;7,44;-53,41;46,74;2,65;-97,12;-0,21;;;
;7438868287,00;-3060,71;7,44;-53,42;46,74;2,53;-97,13;-0,22;;;
;7439243124,00;-3061,05;7,44;-53,43;46,74;2,63;-97,14;-0,21;;;
;7439617962,00;-3061,41;7,44;-53,43;46,74;2,58;-97,15;-0,21;;;
;7439992799,00;-3061,76;7,44;-53,44;46,75;2,56;-97,16;-0,22;;;
;7440367637,00;-3062,10;7,44;-53,44;46,75;2,53;-97,17;-0,22;;;
;7440742474,00;-3062,44;7,44;-53,45;46,75;2,63;-97,18;-0,21;;;
;7441117312,00;-3062,80;7,44;-53,46;46,75;2,50;-97,19;-0,22;;;
;7441492149,00;-3063,14;7,44;-53,46;46,76;2,64;-97,20;-0,21;;;
;7441866987,00;-3063,49;7,44;-53,47;46,76;2,57;-97,21;-0,21;;;
;7442241824,00;-3063,84;7,44;-53,47;46,76;2,52;-97,23;-0,22;;;
;7442616662,00;-3064,18;7,44;-53,48;46,76;2,59;-97,24;-0,21;;;
;7442991499,00;-3064,53;7,44;-53,49;46,77;2,42;-97,25;-0,23;;;
;7443366337,00;-3064,85;7,44;-53,49;46,77;2,67;-97,26;-0,21;;;
;7443741174,00;-3065,21;7,44;-53,50;46,77;2,44;-97,27;-0,23;;;
;7444116012,00;-3065,54;7,44;-53,50;46,77;2,43;-97,28;-0,23;;;
;7444490849,00;-3065,87;7,44;-53,51;46,78;2,58;-97,29;-0,21;;;
;7444865687,00;-3066,22;7,44;-53,52;46,78;2,43;-97,30;-0,23;;;
;7445240524,00;-3066,55;7,45;-53,52;46,78;2,59;-97,31;-0,21;;;
;7445615362,00;-3066,90;7,45;-53,53;46,78;2,52;-97,32;-0,22;;;
;7445990199,00;-3067,24;7,45;-53,53;46,78;2,41;-97,33;-0,23;;;
;7446365037,00;-3067,56;7,45;-53,54;46,79;2,51;-97,34;-0,22;;;
;7446739874,00;-3067,90;7,45;-53,54;46,79;2,41;-97,35;-0,23;;;
;7447114711,00;-3068,23;7,45;-53,55;46,79;2,48;-97,36;-0,22;;;
;7447489549,00;-3068,56;7,45;-53,56;46,79;2,40;-97,38;-0,23;;;
;7447864386,00;-3068,88;7,45;-53,56;46,80;2,37;-97,39;-0,23;;;
;7448239224,00;-3069,21;7,45;-53,57;46,80;2,43;-97,40;-0,23;;;
;7448614061,00;-3069,53;7,45;-53,57;46,80;2,43;-97,41;-0,23;;;
;7448988899,00;-3069,86;7,45;-53,58;46,80;2,47;-97,42;-0,22;;;
;7449363736,00;-3070,19;7,45;-53,59;46,81;2,29;-97,43;-0,24;;;
;7449738574,00;-3070,50;7,45;-53,59;46,81;2,29;-97,44;-0,24;;;
;7450113411,00;-3070,81;7,45;-53,60;46,81;2,41;-97,45;-0,23;;;
;7450488249,00;-3071,14;7,45;-53,60;46,81;2,34;-97,46;-0,24;;;
;7450863086,00;-3071,45;7,45;-53,61;46,82;2,26;-97,47;-0,24;;;
;7451237924,00;-3071,76;7,45;-53,61;46,82;2,29;-97,48;-0,24;;;
;7451612761,00;-3072,07;7,45;-53,62;46,82;2,31;-97,49;-0,24;;;
;7451987599,00;-3072,38;7,45;-53,62;46,82;2,18;-97,50;-0,25;;;
;7452362436,00;-3072,67;7,45;-53,63;46,82;2,30;-97,51;-0,24;;;
;7452737274,00;-3072,98;7,45;-53,63;46,83;2,24;-97,52;-0,25;;;
;7453112111,00;-3073,28;7,45;-53,64;46,83;2,25;-97,53;-0,24;;;
;7453486949,00;-3073,59;7,45;-53,64;46,83;2,18;-97,53;-0,25;;;
;7453861786,00;-3073,88;7,45;-53,65;46,83;2,27;-97,54;-0,24;;;
;7454236624,00;-3074,19;7,45;-53,65;46,84;2,23;-97,55;-0,25;;;
;7454611461,00;-3074,49;7,45;-53,66;46,84;2,33;-97,56;-0,24;;;
;7454986299,00;-3074,81;7,45;-53,67;46,84;2,30;-97,57;-0,24;;;
;7455361136,00;-3075,12;7,46;-53,67;46,84;2,40;-97,58;-0,23;;;
;7455735974,00;-3075,44;7,46;-53,68;46,85;2,38;-97,59;-0,23;;;
;7456110811,00;-3075,76;7,46;-53,68;46,85;2,46;-97,60;-0,22;;;
;7456485649,00;-3076,09;7,46;-53,69;46,85;2,59;-97,61;-0,21;;;
;7456860486,00;-3076,44;7,46;-53,69;46,85;2,63;-97,63;-0,21;;;
;7457235324,00;-3076,80;7,46;-53,70;46,86;2,56;-97,64;-0,21;;;
;7457610161,00;-3077,14;7,46;-53,71;46,86;2,75;-97,65;-0,20;;;
;7457984999,00;-3077,51;7,46;-53,71;46,86;2,68;-97,66;-0,20;;;
;7458359836,00;-3077,87;7,46;-53,72;46,86;2,80;-97,67;-0,20;;;
;7458734673,00;-3078,25;7,46;-53,73;46,86;2,75;-97,68;-0,20;;;
;7459109511,00;-3078,62;7,46;-53,73;46,87;2,74;-97,69;-0,20;;;
;7459484348,00;-3078,99;7,46;-53,74;46,87;2,77;-97,71;-0,20;;;
;7459859186,00;-3079,37;7,46;-53,75;46,87;2,74;-97,72;-0,20;;;
;7460234023,00;-3079,74;7,46;-53,75;46,87;2,82;-97,73;-0,19;;;
;7460608861,00;-3080,12;7,46;-53,76;46,88;2,70;-97,74;-0,20;;;
;7460983698,00;-3080,48;7,46;-53,76;46,88;2,72;-97,75;-0,20;;;
;7461358536,00;-3080,85;7,46;-53,77;46,88;2,71;-97,77;-0,20;;;
;7461733373,00;-3081,22;7,46;-53,78;46,88;2,71;-97,78;-0,20;;;
;7462108211,00;-3081,58;7,46;-53,78;46,89;2,63;-97,79;-0,21;;;
;7462483048,00;-3081,94;7,46;-53,79;46,89;2,79;-97,80;-0,20;;;
;7462857886,00;-3082,31;7,46;-53,80;46,89;2,61;-97,81;-0,21;;;
;7463232723,00;-3082,66;7,46;-53,80;46,89;2,68;-97,82;-0,21;;;
;7463607561,00;-3083,03;7,46;-53,81;46,90;2,58;-97,83;-0,21;;;
;7463982398,00;-3083,37;7,46;-53,82;46,90;2,70;-97,85;-0,20;;;
;7464357236,00;-3083,74;7,46;-53,82;46,90;2,59;-97,86;-0,21;;;
;7464732073,00;-3084,09;7,46;-53,83;46,90;2,58;-97,87;-0,21;;;
;7465106911,00;-3084,43;7,47;-53,83;46,90;2,64;-97,88;-0,21;;;
;7465481748,00;-3084,79;7,47;-53,84;46,91;2,67;-97,89;-0,21;;;
;7465856586,00;-3085,15;7,47;-53,85;46,91;2,55;-97,90;-0,22;;;
;7466231423,00;-3085,49;7,47;-53,85;46,91;2,62;-97,91;-0,21;;;
;7466606261,00;-3085,85;7,47;-53,86;46,91;2,59;-97,92;-0,21;;;
;7466981098,00;-3086,20;7,47;-53,86;46,92;2,68;-97,94;-0,21;;;
;7467355936,00;-3086,56;7,47;-53,87;46,92;2,55;-97,95;-0,22;;;
;7467730773,00;-3086,90;7,47;-53,88;46,92;2,59;-97,96;-0,21;;;
;7468105611,00;-3087,25;7,47;-53,88;46,92;2,62;-97,97;-0,21;;;
;7468480448,00;-3087,61;7,47;-53,89;46,93;2,58;-97,98;-0,21;;;
;7468855286,00;-3087,95;7,47;-53,89;46,93;2,61;-97,99;-0,21;;;
;7469230123,00;-3088,31;7,47;-53,90;46,93;2,62;-98,00;-0,21;;;
;7469604961,00;-3088,66;7,47;-53,91;46,93;2,61;-98,01;-0,21;;;
;7469979798,00;-3089,01;7,47;-53,91;46,94;2,60;-98,02;-0,21;;;
;7470354635,00;-3089,36;7,47;-53,92;46,94;2,71;-98,04;-0,20;;;
;7470729473,00;-3089,73;7,47;-53,93;46,94;2,57;-98,05;-0,21;;;
;7471104310,00;-3090,08;7,47;-53,93;46,94;2,54;-98,06;-0,22;;;
;7471479148,00;-3090,42;7,47;-53,94;46,94;2,65;-98,07;-0,21;;;
;7471853985,00;-3090,78;7,47;-53,94;46,95;2,63;-98,08;-0,21;;;
;7472228823,00;-3091,13;7,47;-53,95;46,95;2,64;-98,09;-0,21;;;
;7472603660,00;-3091,49;7,47;-53,96;46,95;2,65;-98,10;-0,21;;;
;7472978498,00;-3091,85;7,47;-53,96;46,95;2,59;-98,11;-0,21;;;
;7473353335,00;-3092,20;7,47;-53,97;46,96;2,65;-98,13;-0,21;;;
;7473728173,00;-3092,55;7,47;-53,98;46,96;2,50;-98,14;-0,22;;;
;7474103010,00;-3092,89;7,47;-53,98;46,96;2,72;-98,15;-0,20;;;
;7474477848,00;-3093,26;7,47;-53,99;46,96;2,76;-98,16;-0,20;;;
;7474852685,00;-3093,63;7,47;-53,99;46,97;2,55;-98,17;-0,22;;;
;7475227523,00;-3093,97;7,48;-54,00;46,97;2,69;-98,18;-0,20;;;
;7475602360,00;-3094,34;7,48;-54,01;46,97;2,72;-98,19;-0,20;;;
;7475977198,00;-3094,70;7,48;-54,01;46,97;2,54;-98,21;-0,22;;;
;7476352035,00;-3095,05;7,48;-54,02;46,98;2,77;-98,22;-0,20;;;
;7476726873,00;-3095,42;7,48;-54,03;46,98;2,57;-98,23;-0,21;;;
;7477101710,00;-3095,77;7,48;-54,03;46,98;2,61;-98,24;-0,21;;;
;7477476548,00;-3096,12;7,48;-54,04;46,98;2,80;-98,25;-0,20;;;
;7477851385,00;-3096,50;7,48;-54,04;46,98;2,67;-98,26;-0,21;;;
;7478226223,00;-3096,86;7,48;-54,05;46,99;2,64;-98,27;-0,21;;;
;7478601060,00;-3097,21;7,48;-54,06;46,99;2,65;-98,28;-0,21;;;
;7478975898,00;-3097,57;7,48;-54,06;46,99;2,77;-98,30;-0,20;;;
;7479350735,00;-3097,94;7,48;-54,07;46,99;2,66;-98,31;-0,21;;;
;7479725573,00;-3098,30;7,48;-54,08;47,00;2,72;-98,32;-0,20;;;
;7480100410,00;-3098,67;7,48;-54,08;47,00;2,72;-98,33;-0,20;;;
;7480475248,00;-3099,04;7,48;-54,09;47,00;2,69;-98,34;-0,20;;;
;7480850085,00;-3099,40;7,48;-54,09;47,00;2,64;-98,35;-0,21;;;
;7481224922,00;-3099,76;7,48;-54,10;47,01;2,70;-98,37;-0,20;;;
;7481599760,00;-3100,12;7,48;-54,11;47,01;2,78;-98,38;-0,20;;;
;7481974597,00;-3100,50;7,48;-54,11;47,01;2,61;-98,39;-0,21;;;
;7482349435,00;-3100,85;7,48;-54,12;47,01;2,81;-98,40;-0,20;;;
;7482724272,00;-3101,23;7,48;-54,13;47,02;2,72;-98,41;-0,20;;;
;7483099110,00;-3101,59;7,48;-54,13;47,02;2,69;-98,42;-0,20;;;
;7483473947,00;-3101,96;7,48;-54,14;47,02;2,65;-98,44;-0,21;;;
;7483848785,00;-3102,31;7,48;-54,15;47,02;2,76;-98,45;-0,20;;;
;7484223622,00;-3102,69;7,48;-54,15;47,02;2,80;-98,46;-0,20;;;
;7484598460,00;-3103,06;7,48;-54,16;47,03;2,63;-98,47;-0,21;;;
;7484973297,00;-3103,42;7,48;-54,16;47,03;2,71;-98,48;-0,20;;;
;7485348135,00;-3103,79;7,49;-54,17;47,03;2,85;-98,49;-0,19;;;
;7485722972,00;-3104,17;7,49;-54,18;47,03;2,67;-98,51;-0,21;;;
;7486097810,00;-3104,53;7,49;-54,18;47,04;2,78;-98,52;-0,20;;;
;7486472647,00;-3104,91;7,49;-54,19;47,04;2,65;-98,53;-0,21;;;
;7486847485,00;-3105,26;7,49;-54,20;47,04;2,81;-98,54;-0,20;;;
;7487222322,00;-3105,64;7,49;-54,20;47,04;2,73;-98,55;-0,20;;;
;7487597160,00;-3106,01;7,49;-54,21;47,05;2,74;-98,56;-0,20;;;
;7487971997,00;-3106,38;7,49;-54,22;47,05;2,75;-98,58;-0,20;;;
;7488346835,00;-3106,75;7,49;-54,22;47,05;2,74;-98,59;-0,20;;;
;7488721672,00;-3107,12;7,49;-54,23;47,05;2,73;-98,60;-0,20;;;
;7489096510,00;-3107,49;7,49;-54,24;47,06;2,72;-98,61;-0,20;;;
;7489471347,00;-3107,86;7,49;-54,24;47,06;2,76;-98,62;-0,20;;;
;7489846185,00;-3108,23;7,49;-54,25;47,06;2,75;-98,63;-0,20;;;
;7490221022,00;-3108,60;7,49;-54,26;47,06;2,85;-98,65;-0,19;;;
;7490595860,00;-3108,98;7,49;-54,26;47,06;2,65;-98,66;-0,21;;;
;7490970697,00;-3109,34;7,49;-54,27;47,07;2,69;-98,67;-0,20;;;
;7491345535,00;-3109,70;7,49;-54,27;47,07;2,83;-98,68;-0,19;;;
;7491720372,00;-3110,09;7,49;-54,28;47,07;2,70;-98,69;-0,20;;;
;7492095210,00;-3110,45;7,49;-54,29;47,07;2,68;-98,70;-0,21;;;
;7492470047,00;-3110,81;7,49;-54,29;47,08;2,78;-98,72;-0,20;;;
;7492844884,00;-3111,19;7,49;-54,30;47,08;2,81;-98,73;-0,20;;;
;7493219722,00;-3111,57;7,49;-54,31;47,08;2,68;-98,74;-0,21;;;
;7493594559,00;-3111,93;7,49;-54,31;47,08;2,70;-98,75;-0,20;;;
;7493969397,00;-3112,29;7,49;-54,32;47,09;2,72;-98,76;-0,20;;;
;7494344234,00;-3112,66;7,49;-54,33;47,09;2,81;-98,77;-0,20;;;
;7494719072,00;-3113,04;7,49;-54,33;47,09;2,70;-98,79;-0,20;;;
;7495093909,00;-3113,40;7,50;-54,34;47,09;2,81;-98,80;-0,20;;;
;7495468747,00;-3113,78;7,50;-54,35;47,10;2,64;-98,81;-0,21;;;
;7495843584,00;-3114,14;7,50;-54,35;47,10;2,76;-98,82;-0,20;;;
;7496218422,00;-3114,51;7,50;-54,36;47,10;2,70;-98,83;-0,20;;;
;7496593259,00;-3114,88;7,50;-54,36;47,10;2,75;-98,85;-0,20;;;
;7496968097,00;-3115,25;7,50;-54,37;47,10;2,69;-98,86;-0,20;;;
;7497342934,00;-3115,61;7,50;-54,38;47,11;2,78;-98,87;-0,20;;;
;7497717772,00;-3115,99;7,50;-54,38;47,11;2,73;-98,88;-0,20;;;
;7498092609,00;-3116,36;7,50;-54,39;47,11;2,76;-98,89;-0,20;;;
;7498467447,00;-3116,73;7,50;-54,40;47,11;2,66;-98,90;-0,21;;;
;7498842284,00;-3117,09;7,50;-54,40;47,12;2,65;-98,92;-0,21;;;
;7499217122,00;-3117,44;7,50;-54,41;47,12;2,71;-98,93;-0,20;;;
;7499591959,00;-3117,81;7,50;-54,42;47,12;2,69;-98,94;-0,20;;;
;7499966797,00;-3118,17;7,50;-54,42;47,12;2,71;-98,95;-0,20;;;
;7500341634,00;-3118,54;7,50;-54,43;47,13;2,80;-98,96;-0,20;;;
;7500716472,00;-3118,92;7,50;-54,44;47,13;2,73;-98,97;-0,20;;;
;7501091309,00;-3119,29;7,50;-54,44;47,13;2,60;-98,99;-0,21;;;
;7501466147,00;-3119,64;7,50;-54,45;47,13;2,77;-99,00;-0,20;;;
;7501840984,00;-3120,01;7,50;-54,45;47,14;2,75;-99,01;-0,20;;;
;7502215822,00;-3120,38;7,50;-54,46;47,14;2,70;-99,02;-0,20;;;
;7502590659,00;-3120,75;7,50;-54,47;47,14;2,60;-99,03;-0,21;;;
;7502965497,00;-3121,10;7,50;-54,47;47,14;2,75;-99,04;-0,20;;;
;7503340334,00;-3121,47;7,50;-54,48;47,14;2,70;-99,05;-0,20;;;
;7503715172,00;-3121,83;7,50;-54,49;47,15;2,64;-99,07;-0,21;;;
;7504090009,00;-3122,19;7,50;-54,49;47,15;2,65;-99,08;-0,21;;;
;7504464846,00;-3122,54;7,50;-54,50;47,15;2,82;-99,09;-0,20;;;
;7504839684,00;-3122,93;7,50;-54,51;47,15;2,58;-99,10;-0,21;;;
;7505214521,00;-3123,27;7,51;-54,51;47,16;2,64;-99,11;-0,21;;;
;7505589359,00;-3123,63;7,51;-54,52;47,16;2,70;-99,12;-0,20;;;
;7505964196,00;-3123,99;7,51;-54,52;47,16;2,68;-99,13;-0,21;;;
;7506339034,00;-3124,36;7,51;-54,53;47,16;2,71;-99,15;-0,20;;;
;7506713871,00;-3124,72;7,51;-54,54;47,17;2,61;-99,16;-0,21;;;
;7507088709,00;-3125,07;7,51;-54,54;47,17;2,73;-99,17;-0,20;;;
;7507463546,00;-3125,44;7,51;-54,55;47,17;2,59;-99,18;-0,21;;;
;7507838384,00;-3125,79;7,51;-54,56;47,17;2,63;-99,19;-0,21;;;
;7508213221,00;-3126,15;7,51;-54,56;47,18;2,76;-99,20;-0,20;;;
;7508588059,00;-3126,52;7,51;-54,57;47,18;2,54;-99,21;-0,22;;;
;7508962896,00;-3126,86;7,51;-54,57;47,18;2,74;-99,23;-0,20;;;
;7509337734,00;-3127,23;7,51;-54,58;47,18;2,60;-99,24;-0,21;;;
;7509712571,00;-3127,58;7,51;-54,59;47,18;2,64;-99,25;-0,21;;;
;7510087409,00;-3127,94;7,51;-54,59;47,19;2,68;-99,26;-0,20;;;
;7510462246,00;-3128,30;7,51;-54,60;47,19;2,58;-99,27;-0,21;;;
;7510837084,00;-3128,65;7,51;-54,61;47,19;2,61;-99,28;-0,21;;;
;7511211921,00;-3129,00;7,51;-54,61;47,19;2,69;-99,29;-0,20;;;
;7511586759,00;-3129,36;7,51;-54,62;47,20;2,64;-99,30;-0,21;;;
;7511961596,00;-3129,72;7,51;-54,62;47,20;2,58;-99,32;-0,21;;;
;7512336434,00;-3130,07;7,51;-54,63;47,20;2,70;-99,33;-0,20;;;
;7512711271,00;-3130,43;7,51;-54,64;47,20;2,55;-99,34;-0,22;;;
;7513086109,00;-3130,78;7,51;-54,64;47,21;2,69;-99,35;-0,20;;;
;7513460946,00;-3131,14;7,51;-54,65;47,21;2,49;-99,36;-0,22;;;
;7513835784,00;-3131,48;7,51;-54,65;47,21;2,68;-99,37;-0,21;;;
;7514210621,00;-3131,84;7,51;-54,66;47,21;2,70;-99,38;-0,20;;;
;7514585459,00;-3132,20;7,51;-54,67;47,22;2,59;-99,40;-0,21;;;
;7514960296,00;-3132,55;7,51;-54,67;47,22;2,61;-99,41;-0,21;;;
;7515335134,00;-3132,90;7,52;-54,68;47,22;2,57;-99,42;-0,21;;;
;7515709971,00;-3133,25;7,52;-54,69;47,22;2,66;-99,43;-0,21;;;
;7516084808,00;-3133,61;7,52;-54,69;47,22;2,53;-99,44;-0,22;;;
;7516459646,00;-3133,95;7,52;-54,70;47,23;2,66;-99,45;-0,21;;;
;7516834483,00;-3134,31;7,52;-54,70;47,23;2,65;-99,46;-0,21;;;
;7517209321,00;-3134,67;7,52;-54,71;47,23;2,60;-99,47;-0,21;;;
;7517584158,00;-3135,02;7,52;-54,72;47,23;2,61;-99,48;-0,21;;;
;7517958996,00;-3135,37;7,52;-54,72;47,24;2,57;-99,50;-0,21;;;
;7518333833,00;-3135,72;7,52;-54,73;47,24;2,63;-99,51;-0,21;;;
;7518708671,00;-3136,07;7,52;-54,73;47,24;2,61;-99,52;-0,21;;;
;7519083508,00;-3136,43;7,52;-54,74;47,24;2,64;-99,53;-0,21;;;
;7519458346,00;-3136,78;7,52;-54,75;47,25;2,57;-99,54;-0,21;;;
;7519833183,00;-3137,13;7,52;-54,75;47,25;2,65;-99,55;-0,21;;;
;7520208021,00;-3137,49;7,52;-54,76;47,25;2,56;-99,56;-0,22;;;
;7520582858,00;-3137,83;7,52;-54,77;47,25;2,57;-99,57;-0,21;;;
;7520957696,00;-3138,18;7,52;-54,77;47,26;2,63;-99,58;-0,21;;;
;7521332533,00;-3138,53;7,52;-54,78;47,26;2,57;-99,60;-0,21;;;
;7521707371,00;-3138,88;7,52;-54,78;47,26;2,71;-99,61;-0,20;;;
;7522082208,00;-3139,25;7,52;-54,79;47,26;2,61;-99,62;-0,21;;;
;7522457046,00;-3139,60;7,52;-54,80;47,26;2,57;-99,63;-0,21;;;
;7522831883,00;-3139,95;7,52;-54,80;47,27;2,70;-99,64;-0,20;;;
;7523206721,00;-3140,31;7,52;-54,81;47,27;2,59;-99,65;-0,21;;;
;7523581558,00;-3140,66;7,52;-54,81;47,27;2,59;-99,66;-0,21;;;
;7523956396,00;-3141,01;7,52;-54,82;47,27;2,58;-99,67;-0,21;;;
;7524331233,00;-3141,36;7,52;-54,83;47,28;2,61;-99,69;-0,21;;;
;7524706071,00;-3141,71;7,52;-54,83;47,28;2,71;-99,70;-0,20;;;
;7525080908,00;-3142,07;7,53;-54,84;47,28;2,57;-99,71;-0,21;;;
;7525455746,00;-3142,42;7,53;-54,85;47,28;2,68;-99,72;-0,21;;;
;7525830583,00;-3142,78;7,53;-54,85;47,29;2,54;-99,73;-0,22;;;
;7526205421,00;-3143,12;7,53;-54,86;47,29;2,72;-99,74;-0,20;;;
;7526580258,00;-3143,49;7,53;-54,86;47,29;2,59;-99,75;-0,21;;;
;7526955096,00;-3143,84;7,53;-54,87;47,29;2,65;-99,76;-0,21;;;
;7527329933,00;-3144,20;7,53;-54,88;47,30;2,69;-99,78;-0,20;;;
;7527704770,00;-3144,56;7,53;-54,88;47,30;2,55;-99,79;-0,22;;;
;7528079608,00;-3144,91;7,53;-54,89;47,30;2,75;-99,80;-0,20;;;
;7528454445,00;-3145,28;7,53;-54,90;47,30;2,69;-99,81;-0,20;;;
;7528829283,00;-3145,64;7,53;-54,90;47,31;2,60;-99,82;-0,21;;;
;7529204120,00;-3145,99;7,53;-54,91;47,31;2,64;-99,83;-0,21;;;
;7529578958,00;-3146,35;7,53;-54,91;47,31;2,66;-99,84;-0,21;;;
;7529953795,00;-3146,71;7,53;-54,92;47,31;2,61;-99,86;-0,21;;;
;7530328633,00;-3147,06;7,53;-54,93;47,31;2,70;-99,87;-0,20;;;
;7530703470,00;-3147,42;7,53;-54,93;47,32;2,72;-99,88;-0,20;;;
;7531078308,00;-3147,79;7,53;-54,94;47,32;2,61;-99,89;-0,21;;;
;7531453145,00;-3148,14;7,53;-54,95;47,32;2,77;-99,90;-0,20;;;
;7531827983,00;-3148,52;7,53;-54,95;47,32;2,64;-99,91;-0,21;;;
;7532202820,00;-3148,87;7,53;-54,96;47,33;2,75;-99,92;-0,20;;;
;7532577658,00;-3149,24;7,53;-54,96;47,33;2,75;-99,94;-0,20;;;
;7532952495,00;-3149,61;7,53;-54,97;47,33;2,58;-99,95;-0,21;;;
;7533327333,00;-3149,96;7,53;-54,98;47,33;2,77;-99,96;-0,20;;;
;7533702170,00;-3150,34;7,53;-54,98;47,34;2,73;-99,97;-0,20;;;
;7534077008,00;-3150,71;7,53;-54,99;47,34;2,67;-99,98;-0,21;;;
;7534451845,00;-3151,07;7,53;-55,00;47,34;2,76;-99,99;-0,20;;;
;7534826683,00;-3151,44;7,53;-55,00;47,34;2,69;-100,01;-0,20;;;
;7535201520,00;-3151,80;7,54;-55,01;47,35;2,74;-100,02;-0,20;;;
;7535576358,00;-3152,17;7,54;-55,02;47,35;2,73;-100,03;-0,20;;;
;7535951195,00;-3152,54;7,54;-55,02;47,35;2,80;-100,04;-0,20;;;
;7536326033,00;-3152,92;7,54;-55,03;47,35;2,65;-100,05;-0,21;;;
;7536700870,00;-3153,27;7,54;-55,04;47,35;2,78;-100,06;-0,20;;;
;7537075708,00;-3153,65;7,54;-55,04;47,36;2,72;-100,08;-0,20;;;
;7537450545,00;-3154,02;7,54;-55,05;47,36;2,82;-100,09;-0,20;;;
;7537825383,00;-3154,40;7,54;-55,05;47,36;2,72;-100,10;-0,20;;;
;7538200220,00;-3154,76;7,54;-55,06;47,36;2,81;-100,11;-0,20;;;
;7538575058,00;-3155,14;7,54;-55,07;47,37;2,69;-100,12;-0,20;;;
;7538949895,00;-3155,51;7,54;-55,07;47,37;2,79;-100,13;-0,20;;;
;7539324732,00;-3155,88;7,54;-55,08;47,37;2,87;-100,15;-0,19;;;
;7539699570,00;-3156,27;7,54;-55,09;47,37;2,70;-100,16;-0,20;;;
;7540074407,00;-3156,63;7,54;-55,09;47,38;2,86;-100,17;-0,19;;;
;7540449245,00;-3157,02;7,54;-55,10;47,38;2,69;-100,18;-0,20;;;
;7540824082,00;-3157,38;7,54;-55,11;47,38;2,81;-100,19;-0,20;;;
;7541198920,00;-3157,76;7,54;-55,11;47,38;2,70;-100,21;-0,20;;;
;7541573757,00;-3158,13;7,54;-55,12;47,39;2,83;-100,22;-0,19;;;
;7541948595,00;-3158,51;7,54;-55,13;47,39;2,85;-100,23;-0,19;;;
;7542323432,00;-3158,89;7,54;-55,13;47,39;2,80;-100,24;-0,20;;;
;7542698270,00;-3159,27;7,54;-55,14;47,39;2,70;-100,25;-0,20;;;
;7543073107,00;-3159,64;7,54;-55,15;47,39;2,88;-100,27;-0,19;;;
;7543447945,00;-3160,03;7,54;-55,15;47,40;2,79;-100,28;-0,20;;;
;7543822782,00;-3160,40;7,54;-55,16;47,40;2,86;-100,29;-0,19;;;
;7544197620,00;-3160,79;7,54;-55,17;47,40;2,79;-100,30;-0,20;;;
;7544572457,00;-3161,17;7,54;-55,17;47,40;2,79;-100,31;-0,20;;;
;7544947295,00;-3161,54;7,54;-55,18;47,41;2,81;-100,33;-0,20;;;
;7545322132,00;-3161,92;7,55;-55,19;47,41;2,85;-100,34;-0,19;;;
;7545696970,00;-3162,31;7,55;-55,19;47,41;2,74;-100,35;-0,20;;;
;7546071807,00;-3162,67;7,55;-55,20;47,41;2,78;-100,36;-0,20;;;
;7546446645,00;-3163,05;7,55;-55,21;47,42;2,93;-100,37;-0,19;;;
;7546821482,00;-3163,45;7,55;-55,21;47,42;2,78;-100,39;-0,20;;;
